Bacterial Infections,"<p>Bacteria are living things that have only one cell.  Under a microscope, they look like balls, rods, or spirals. They are so small that a line of 1,000 could fit across a pencil eraser. Most bacteria won't hurt you - less than 1 percent of the different types make people sick. Many are helpful. Some bacteria help to digest food, destroy disease-causing cells, and give the body needed vitamins. Bacteria are also used in making healthy foods like yogurt and cheese.</p><p>But infectious bacteria can make you ill. They reproduce quickly in your body. Many give off chemicals called toxins, which can damage tissue and make you sick. Examples of bacteria that cause infections include <a href=""https://www.nlm.nih.gov/medlineplus/streptococcalinfections.html"">Streptococcus</a>, <a href=""https://www.nlm.nih.gov/medlineplus/staphylococcalinfections.html"">Staphylococcus</a>, and <a href=""https://www.nlm.nih.gov/medlineplus/ecoliinfections.html"">E. coli</a>.</p><p><a href=""https://www.nlm.nih.gov/medlineplus/antibiotics.html"">Antibiotics</a> are the usual treatment. When you take antibiotics, follow the directions carefully. Each time you take antibiotics, you increase the chances that bacteria in your body will learn to resist them causing <a href=""https://www.nlm.nih.gov/medlineplus/antibioticresistance.html"">antibiotic resistance</a>. Later, you could get or spread an infection that those antibiotics cannot cure.</p><p class=""NLMattribution"">   NIH: National Institute of Allergy and Infectious Diseases</p> <p class=""NLMrelatedLinks""><ul><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000599.htm"">Actinomycosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000687.htm"">Bacterial vaginosis -- aftercare</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003744.htm"">Blood culture</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/007621.htm"">Gram stain</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003760.htm"">Gram stain of skin lesion</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001443.htm"">Necrotizing soft tissue infection</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001337.htm"">Q fever</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003523.htm"">Serology for tularemia</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000295.htm"">Shigellosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003757.htm"">Stool Gram stain</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000856.htm"">Tularemia</a></li></ul></p>"
Bacterial Infections,"<p>Bacteria are living things that have only one cell.  Under a microscope, they look like balls, rods, or spirals. They are so small that a line of 1,000 could fit across a pencil eraser. Most bacteria won't hurt you - less than 1 percent of the different types make people sick. Many are helpful. Some bacteria help to digest food, destroy disease-causing cells, and give the body needed vitamins. Bacteria are also used in making healthy foods like yogurt and cheese.</p><p>But infectious bacteria can make you ill. They reproduce quickly in your body. Many give off chemicals called toxins, which can damage tissue and make you sick. Examples of bacteria that cause infections include <a href=""https://www.nlm.nih.gov/medlineplus/streptococcalinfections.html"">Streptococcus</a>, <a href=""https://www.nlm.nih.gov/medlineplus/staphylococcalinfections.html"">Staphylococcus</a>, and <a href=""https://www.nlm.nih.gov/medlineplus/ecoliinfections.html"">E. coli</a>.</p><p><a href=""https://www.nlm.nih.gov/medlineplus/antibiotics.html"">Antibiotics</a> are the usual treatment. When you take antibiotics, follow the directions carefully. Each time you take antibiotics, you increase the chances that bacteria in your body will learn to resist them causing <a href=""https://www.nlm.nih.gov/medlineplus/antibioticresistance.html"">antibiotic resistance</a>. Later, you could get or spread an infection that those antibiotics cannot cure.</p><p class=""NLMattribution"">   NIH: National Institute of Allergy and Infectious Diseases</p> <p class=""NLMrelatedLinks""><ul><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000599.htm"">Actinomycosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000687.htm"">Bacterial vaginosis -- aftercare</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003744.htm"">Blood culture</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/007621.htm"">Gram stain</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003760.htm"">Gram stain of skin lesion</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001443.htm"">Necrotizing soft tissue infection</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001337.htm"">Q fever</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003523.htm"">Serology for tularemia</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000295.htm"">Shigellosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003757.htm"">Stool Gram stain</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000856.htm"">Tularemia</a></li></ul></p>"
Bacterial Infections,"<p>Bacteria are living things that have only one cell.  Under a microscope, they look like balls, rods, or spirals. They are so small that a line of 1,000 could fit across a pencil eraser. Most bacteria won't hurt you - less than 1 percent of the different types make people sick. Many are helpful. Some bacteria help to digest food, destroy disease-causing cells, and give the body needed vitamins. Bacteria are also used in making healthy foods like yogurt and cheese.</p><p>But infectious bacteria can make you ill. They reproduce quickly in your body. Many give off chemicals called toxins, which can damage tissue and make you sick. Examples of bacteria that cause infections include <a href=""https://www.nlm.nih.gov/medlineplus/streptococcalinfections.html"">Streptococcus</a>, <a href=""https://www.nlm.nih.gov/medlineplus/staphylococcalinfections.html"">Staphylococcus</a>, and <a href=""https://www.nlm.nih.gov/medlineplus/ecoliinfections.html"">E. coli</a>.</p><p><a href=""https://www.nlm.nih.gov/medlineplus/antibiotics.html"">Antibiotics</a> are the usual treatment. When you take antibiotics, follow the directions carefully. Each time you take antibiotics, you increase the chances that bacteria in your body will learn to resist them causing <a href=""https://www.nlm.nih.gov/medlineplus/antibioticresistance.html"">antibiotic resistance</a>. Later, you could get or spread an infection that those antibiotics cannot cure.</p><p class=""NLMattribution"">   NIH: National Institute of Allergy and Infectious Diseases</p> <p class=""NLMrelatedLinks""><ul><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000599.htm"">Actinomycosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000687.htm"">Bacterial vaginosis -- aftercare</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003744.htm"">Blood culture</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/007621.htm"">Gram stain</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003760.htm"">Gram stain of skin lesion</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001443.htm"">Necrotizing soft tissue infection</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001337.htm"">Q fever</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003523.htm"">Serology for tularemia</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000295.htm"">Shigellosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003757.htm"">Stool Gram stain</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000856.htm"">Tularemia</a></li></ul></p>"
Bacterial Infections,"<p>Bacteria are living things that have only one cell.  Under a microscope, they look like balls, rods, or spirals. They are so small that a line of 1,000 could fit across a pencil eraser. Most bacteria won't hurt you - less than 1 percent of the different types make people sick. Many are helpful. Some bacteria help to digest food, destroy disease-causing cells, and give the body needed vitamins. Bacteria are also used in making healthy foods like yogurt and cheese.</p><p>But infectious bacteria can make you ill. They reproduce quickly in your body. Many give off chemicals called toxins, which can damage tissue and make you sick. Examples of bacteria that cause infections include <a href=""https://www.nlm.nih.gov/medlineplus/streptococcalinfections.html"">Streptococcus</a>, <a href=""https://www.nlm.nih.gov/medlineplus/staphylococcalinfections.html"">Staphylococcus</a>, and <a href=""https://www.nlm.nih.gov/medlineplus/ecoliinfections.html"">E. coli</a>.</p><p><a href=""https://www.nlm.nih.gov/medlineplus/antibiotics.html"">Antibiotics</a> are the usual treatment. When you take antibiotics, follow the directions carefully. Each time you take antibiotics, you increase the chances that bacteria in your body will learn to resist them causing <a href=""https://www.nlm.nih.gov/medlineplus/antibioticresistance.html"">antibiotic resistance</a>. Later, you could get or spread an infection that those antibiotics cannot cure.</p><p class=""NLMattribution"">   NIH: National Institute of Allergy and Infectious Diseases</p> <p class=""NLMrelatedLinks""><ul><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000599.htm"">Actinomycosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000687.htm"">Bacterial vaginosis -- aftercare</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003744.htm"">Blood culture</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/007621.htm"">Gram stain</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003760.htm"">Gram stain of skin lesion</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001443.htm"">Necrotizing soft tissue infection</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001337.htm"">Q fever</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003523.htm"">Serology for tularemia</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000295.htm"">Shigellosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003757.htm"">Stool Gram stain</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000856.htm"">Tularemia</a></li></ul></p>"
Bacterial Infections,"<p>Bacteria are living things that have only one cell.  Under a microscope, they look like balls, rods, or spirals. They are so small that a line of 1,000 could fit across a pencil eraser. Most bacteria won't hurt you - less than 1 percent of the different types make people sick. Many are helpful. Some bacteria help to digest food, destroy disease-causing cells, and give the body needed vitamins. Bacteria are also used in making healthy foods like yogurt and cheese.</p><p>But infectious bacteria can make you ill. They reproduce quickly in your body. Many give off chemicals called toxins, which can damage tissue and make you sick. Examples of bacteria that cause infections include <a href=""https://www.nlm.nih.gov/medlineplus/streptococcalinfections.html"">Streptococcus</a>, <a href=""https://www.nlm.nih.gov/medlineplus/staphylococcalinfections.html"">Staphylococcus</a>, and <a href=""https://www.nlm.nih.gov/medlineplus/ecoliinfections.html"">E. coli</a>.</p><p><a href=""https://www.nlm.nih.gov/medlineplus/antibiotics.html"">Antibiotics</a> are the usual treatment. When you take antibiotics, follow the directions carefully. Each time you take antibiotics, you increase the chances that bacteria in your body will learn to resist them causing <a href=""https://www.nlm.nih.gov/medlineplus/antibioticresistance.html"">antibiotic resistance</a>. Later, you could get or spread an infection that those antibiotics cannot cure.</p><p class=""NLMattribution"">   NIH: National Institute of Allergy and Infectious Diseases</p> <p class=""NLMrelatedLinks""><ul><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000599.htm"">Actinomycosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/patientinstructions/000687.htm"">Bacterial vaginosis -- aftercare</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003744.htm"">Blood culture</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/007621.htm"">Gram stain</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003760.htm"">Gram stain of skin lesion</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001443.htm"">Necrotizing soft tissue infection</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001337.htm"">Q fever</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003523.htm"">Serology for tularemia</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000295.htm"">Shigellosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003757.htm"">Stool Gram stain</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000856.htm"">Tularemia</a></li></ul></p>"
Fungal Infections,"<p class=""NLMalsoCalled"">Also called:   Mycoses</p><p>If you have ever had <a href=""https://www.nlm.nih.gov/medlineplus/athletesfoot.html"">athlete's foot</a> or a <a href=""https://www.nlm.nih.gov/medlineplus/yeastinfections.html"">yeast infection</a>, you can blame a fungus. A fungus is a primitive organism. Mushrooms, <a href=""https://www.nlm.nih.gov/medlineplus/molds.html"">mold</a> and mildew are examples. Fungi live in air, in soil, on plants and in water. Some live in the human body. Only about half of all types of fungi are harmful.</p><p>Some fungi reproduce through tiny spores in the air. You can inhale the spores or they can land on you. As a result, fungal infections often start in the lungs or on the skin. You are more likely to get a fungal infection if you have a weakened immune system or take antibiotics.</p><p>Fungi can be difficult to kill. For skin and nail infections, you can apply medicine directly to the infected area. Oral antifungal medicines are also available for serious infections.</p><p class=""NLMattribution"">   NIH: National Institute of Allergy and Infectious Diseases</p> <p class=""NLMrelatedLinks""><ul><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000102.htm"">Blastomycosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001328.htm"">Cryptococcosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001330.htm"">Fungal nail infection</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000649.htm"">Mucormycosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003736.htm"">Sputum fungal smear</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001465.htm"">Tinea versicolor</a></li></ul></p>"
Fungal Infections,"<p class=""NLMalsoCalled"">Also called:   Mycoses</p><p>If you have ever had <a href=""https://www.nlm.nih.gov/medlineplus/athletesfoot.html"">athlete's foot</a> or a <a href=""https://www.nlm.nih.gov/medlineplus/yeastinfections.html"">yeast infection</a>, you can blame a fungus. A fungus is a primitive organism. Mushrooms, <a href=""https://www.nlm.nih.gov/medlineplus/molds.html"">mold</a> and mildew are examples. Fungi live in air, in soil, on plants and in water. Some live in the human body. Only about half of all types of fungi are harmful.</p><p>Some fungi reproduce through tiny spores in the air. You can inhale the spores or they can land on you. As a result, fungal infections often start in the lungs or on the skin. You are more likely to get a fungal infection if you have a weakened immune system or take antibiotics.</p><p>Fungi can be difficult to kill. For skin and nail infections, you can apply medicine directly to the infected area. Oral antifungal medicines are also available for serious infections.</p><p class=""NLMattribution"">   NIH: National Institute of Allergy and Infectious Diseases</p> <p class=""NLMrelatedLinks""><ul><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000102.htm"">Blastomycosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001328.htm"">Cryptococcosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001330.htm"">Fungal nail infection</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000649.htm"">Mucormycosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003736.htm"">Sputum fungal smear</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001465.htm"">Tinea versicolor</a></li></ul></p>"
Yeast Infections,"<p class=""NLMalsoCalled"">Also called:   Candidiasis, Moniliasis</p><p>Candida is the scientific name for yeast. It is a fungus that lives almost everywhere, including in your body. Usually, your immune system keeps yeast under control. If you are sick or taking antibiotics, it can multiply and cause an infection. </p><p>Yeast infections affect different parts of the body in different ways: </p><ul><li>Thrush is a yeast infection that causes white patches in your mouth </li><li>Candida esophagitis is thrush that spreads to your esophagus, the tube that takes food from your mouth to your stomach. It can make it hard or painful to swallow. </li><li>Women can get vaginal yeast infections, causing itchiness, pain and discharge</li><li>Yeast infections of the skin cause itching and rashes </li><li>Yeast infections in your bloodstream can be life-threatening </li></ul><p>Antifungal medicines get rid of yeast infections in most people. If you have a weak immune system, treatment might be more difficult.</p> <p class=""NLMrelatedLinks""><ul><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000880.htm"">Candida infection of the skin</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000626.htm"">Thrush</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001511.htm"">Vaginal yeast infection</a></li></ul></p>"
Valley Fever,"<p class=""NLMalsoCalled"">Also called:   Coccidioidomycosis</p><p>Valley Fever is a disease caused by a fungus (or mold) called Coccidioides. The fungi live in the soil of dry areas like the southwestern U.S. You get it from inhaling the spores of the fungus. The infection cannot spread from person to person.</p><p>Anyone can get Valley Fever. But it's most common among older adults, especially those 60 and older. People who have recently moved to an area where it occurs are at highest risk for infection. Other people at higher risk include</p><ul><li>Workers in jobs that expose them to soil dust.   These include construction workers, agricultural workers, and military forces doing field training.</li><li>African Americans and Asians</li><li>Women in their third trimester of pregnancy</li><li>People with weak immune systems</li></ul><p>Valley Fever is often mild, with no symptoms. If you have symptoms, they may include a flu-like illness, with fever, cough, headache, rash, and muscle aches. Most people get better within several weeks or months. A small number of people may develop a chronic lung or widespread infection.</p><p>Valley Fever is diagnosed by testing your blood, other body fluids, or tissues. Many people with the acute infection get better without treatment. In some cases, doctors may prescribe antifungal drugs for acute infections. Severe infections require antifungal drugs.</p><p class=""NLMattribution"">   Centers for Disease Control and Prevention</p> <p class=""NLMrelatedLinks""><ul><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003547.htm"">Coccidioides complement fixation</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003525.htm"">Coccidioides precipitin</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001322.htm"">Coccidioidomycosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003526.htm"">CSF coccidioides complement fixation</a></li></ul></p>"
Histoplasmosis,"<p>Histoplasmosis is a disease caused by a fungus (or mold) called Histoplasma. The fungus is common in the eastern and central United States.   It grows in soil and material contaminated with bat or bird droppings. You get infected by breathing the fungal spores. You cannot get the infection from someone else. </p><p>Histoplasmosis is often mild, with no symptoms.  If you do get sick, it usually affects your lungs.  Symptoms include feeling ill, fever, chest pains, and a dry cough.   In severe cases, histoplasmosis spreads to other organs. This is called disseminated disease. It is more common in infants, young children, seniors, and people with immune system problems.</p><p>Your doctor might do a variety of tests to make the diagnosis, including a chest x-ray, CT scan of the lungs, or examining blood, urine, or tissues for signs of the fungus.  Mild cases usually get better without treatment. Treatment of severe or chronic cases is with antifungal drugs. </p><p class=""NLMattribution"">   Centers for Disease Control and Prevention</p> <p class=""NLMrelatedLinks""><ul><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003527.htm"">Histoplasma complement fixation</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/003838.htm"">Histoplasma skin test</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/001082.htm"">Histoplasmosis</a></li><li><a href=""https://www.nlm.nih.gov/medlineplus/ency/article/000098.htm"">Histoplasmosis - acute (primary) pulmonary</a></li></ul></p>"
